name,size,type,alignment,languages,ac,hp,cr,speed,swim,fly,climb,burrow,passive_perception,darkvision,truesight,tremorsense,blindsight,strength,str_mod,dex,dex_mod,con,con_mod,intel,int_mod,wis,wis_mod,cha,cha_mod,str_save,dex_save,con_save,int_save,wis_save,cha_save,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation,senses,attributes,actions,legendary_actions,legendary,source
basilisk,medium,monstrosity,unaligned,none,15.0,52,3.0,20,0,0,0,0,9,60,0,0,0,16,3,8,-1,15,2,2,-4,8,-1,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 9","Petrifying Gaze. If a creature starts its turn within 30 feet of the basilisk and the two of them can see each other, the basilisk can force the creature to make a DC 12 Constitution saving throw if the basilisk isn't incapacitated. On a failed save, the creature magically begins to turn to stone and is restrained. It must repeat the saving throw at the end of its next turn. On a success, the effect ends. On a failure, the creature is petrified until freed by the greater restoration spell or other magic. A creature that isn't surprised can avert its eyes to avoid the saving throw at the start of its turn. If it does so, it can't see the basilisk until the start of its next turn, when it can avert its eyes again. If it looks at the basilisk in the meantime, it must immediately make the save. If the basilisk sees its reflection within 30 feet of it in bright light, it mistakes itself for a rival and targets itself with its gaze. | ","Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage plus 7 (2d6) poison damage.",none,0,Monster Manual (SRD)
bat,tiny,beast,unaligned,none,12.0,1,0.0,5,0,30,0,0,11,0,0,0,60,2,-4,15,2,8,-1,2,-4,12,1,4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"blindsight 60 ft., passive Perception 11",Echolocation. The bat can't use its blindsight while deafened. | Keen Hearing. The bat has advantage on Wisdom (Perception) checks that rely on hearing. | ,"Bite. Melee Weapon Attack: +0 to hit, reach 5 ft., one creature. Hit: 1 piercing damage.",none,0,Monster Manual (SRD)
bearded-devil,medium,fiend (devil),lawful evil,"Infernal, telepathy 120 ft.",13.0,52,3.0,30,0,0,0,0,10,120,0,0,0,16,3,15,2,15,2,9,-1,11,0,11,0,5,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 10",Devil's Sight. Magical darkness doesn't impede the devil's darkvision. | Magic Resistance. The devil has advantage on saving throws against spells and other magical effects. | Steadfast. The devil can't be frightened while it can see an allied creature within 30 feet of it. | ,"Multiattack. The devil makes two attacks: one with its beard and one with its glaive. | Beard. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 6 (1d8 + 2) piercing damage, and the target must succeed on a DC 12 Constitution saving throw or be poisoned for 1 minute. While poisoned in this way, the target can't regain hit points. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. | Glaive. Melee Weapon Attack: +5 to hit, reach 10 ft., one target. Hit: 8 (1d10 + 3) slashing damage. If the target is a creature other than an undead or a construct, it must succeed on a DC 12 Constitution saving throw or lose 5 (1d10) hit points at the start of each of its turns due to an infernal wound. Each time the devil hits the wounded target with this attack, the damage dealt by the wound increases by 5 (1d10). Any creature can take an action to stanch the wound with a successful DC 12 Wisdom (Medicine) check. The wound also closes if the target receives magical healing.",none,0,Monster Manual (SRD)
behir,huge,monstrosity,neutral evil,Draconic,17.0,168,11.0,50,0,0,40,0,16,90,0,0,0,23,6,16,3,18,4,7,-2,14,2,12,1,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,"darkvision 90 ft., passive Perception 16",,"Multiattack. The behir makes two attacks: one with its bite and one to constrict. | Bite. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 22 (3d10 + 6) piercing damage. | Constrict. Melee Weapon Attack: +10 to hit, reach 5 ft., one Large or smaller creature. Hit: 17 (2d10 + 6) bludgeoning damage plus 17 (2d10 + 6) slashing damage. The target is grappled (escape DC 16) if the behir isn't already constricting a creature, and the target is restrained until this grapple ends. | Lightning Breath (Recharge 5-6). The behir exhales a line of lightning that is 20 feet long and 5 feet wide. Each creature in that line must make a DC 16 Dexterity saving throw, taking 66 (12d10) lightning damage on a failed save, or half as much damage on a successful one. | Swallow. The behir makes one bite attack against a Medium or smaller target it is grappling. If the attack hits, the target is also swallowed, and the grapple ends. While swallowed, the target is blinded and restrained, it has total cover against attacks and other effects outside the behir, and it takes 21 (6d6) acid damage at the start of each of the behir's turns. A behir can have only one creature swallowed at a time. If the behir takes 30 damage or more on a single turn from the swallowed creature, the behir must succeed on a DC 14 Constitution saving throw at the end of that turn or regurgitate the creature, which falls prone in a space within 10 feet of the behir. If the behir dies, a swallowed creature is no longer restrained by it and can escape from the corpse by using 15 feet of movement, exiting prone.",none,0,Monster Manual (SRD)
beholder,large,aberration,lawful evil,"Deep Speech, Undercommon",18.0,180,13.0,0,0,20,0,0,22,120,0,0,0,10,0,14,2,18,4,17,3,15,2,17,3,0,0,0,8,7,8,0,12,0,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 22",unavailable,unavailable,unavailable,1,Monster Manual
beholder-zombie,large,undead,neutral evil,understands Deep Speech and Undercommon but can't speak,15.0,93,5.0,0,0,20,0,0,9,60,0,0,0,10,0,8,-1,16,3,3,-4,8,-1,5,-3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 9",unavailable,unavailable,unavailable,0,Monster Manual
belaphoss,huge,fiend (demon),chaotic evil,"Abyssal, telepathy 120 ft.",19.0,262,20.0,40,0,80,0,0,13,0,120,0,0,26,8,15,2,22,6,20,5,16,3,22,6,14,0,12,0,9,12,0,0,0,0,0,0,0,0,0,0,0,"truesight 120 ft., passive Perception 13","Death Throes. When Belaphoss dies, he explodes, and each creature within 30 feet of him must make a DC 20 Dexterity saving throw, taking 70 (20d6) fire damage on a failed save, or half as much damage on a successful one. The explosion ignites flammable objects in that area that aren't being worn or carried, and it destroys Belaphoss's weapon. | Fire Aura. At the start of each of Belaphoss's turns, each creature within 5 feet of him takes 10 (3d6) fire damage, and flammable objects in the aura that aren't being worn or carried ignite. A creature that touches Belaphoss or hits him with a melee attack while within 5 feet of him takes 10 (3d6) fire damage. | Magic Resistance. Belaphoss has advantage on saving throws against spells and other magical effects. | Magic Weapons. Belaphoss's weapon attacks are magical. | ","Multiattack. Belaphoss makes two attacks: one with his greataxe and one with his whip. | Greataxe. Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 24 (3d10 + 8) slashing damage plus 13 (3d8) fire damage. If Belaphoss scores a critical hit, he rolls damage dice three times, instead of twice. | Whip. Melee Weapon Attack: +14 to hit, reach 30 ft., one target. Hit: 15 (2d6 + 8) slashing damage plus 10 (3d6) fire damage, and the target must succeed on a DC 20 Strength saving throw or be pulled up to 25 feet toward Belaphoss. | Abyssal Storm (Recharge 5–6). Belaphoss surrounds himself with explosive fire that fills a 30-foot sphere centered on him and spreads around corners. Each creature in the fire must make a Dexterity saving throw, taking 28 (8d6) fire damage and 28 (8d6) bludgeoning damage on a failed save, or half as much damage on a successful one. Belaphoss is immune to this damage. Objects in the area are subject to it, and the fire ignites flammable objects in the area that aren't being worn or carried. | Teleport. Belaphoss magically teleports, along with any equipment he is wearing or carrying, up to 120 feet to an unoccupied space he can see. | Winged Barrage. Belaphoss beats his wings. Each creature in a 20-foot cube originating from him must make a DC 20 Dexterity saving throw. On a failure, a target takes 29 (6d6 + 8) bludgeoning damage and is pushed 20 feet away from Belaphoss. On a success, the target takes half the bludgeoning damage and isn't pushed. Belaphoss can then fly up to half his flying speed.",none,0,Extra (Dragon Mag)
berbalang,medium,aberration,neutral evil,"all, but rarely speaks",14.0,38,2.0,30,0,40,0,0,12,0,120,0,0,9,-1,16,3,9,-1,17,3,11,0,10,0,0,5,0,5,0,0,5,2,0,0,2,0,5,5,0,0,0,"truesight 120 ft., passive Perception 12",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
berserker,medium,humanoid (any race),any chaotic alignment,any one language (usually Common),13.0,67,2.0,30,0,0,0,0,10,0,0,0,0,16,3,12,1,17,3,9,-1,11,0,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,passive Perception 10,"Reckless. At the start of its turn, the berserker can gain advantage on all melee weapon attack rolls during that turn, but attack rolls against it have advantage until the start of its next turn. | ","Greataxe. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 9 (1d12 + 3) slashing damage.",none,0,Monster Manual (SRD)
bheur-hag,medium,fey,chaotic evil,"Auran, Common, Giant",17.0,91,7.0,30,0,0,0,0,14,60,0,0,0,13,1,16,3,14,2,12,1,13,1,16,3,0,0,0,0,4,0,0,4,6,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 14",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
black-abishai,medium,fiend (devil),lawful evil,"Draconic, Infernal, telepathy 120 ft.",15.0,58,7.0,30,0,40,0,0,16,120,0,0,0,14,2,17,3,14,2,13,1,16,3,11,0,0,6,0,0,6,0,0,6,6,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 16",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
black-bear,medium,beast,unaligned,none,11.0,19,0.5,40,0,0,30,0,13,0,0,0,0,15,2,10,0,14,2,2,-4,12,1,7,-2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,passive Perception 13,Keen Smell. The bear has advantage on Wisdom (Perception) checks that rely on smell. | ,"Multiattack. The bear makes two attacks: one with its bite and one with its claws. | Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage. | Claws. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) slashing damage.",none,0,Monster Manual (SRD)
black-dragon-wyrmling,medium,dragon,chaotic evil,Draconic,17.0,33,2.0,30,30,60,0,0,14,60,0,0,10,15,2,14,2,13,1,10,0,11,0,13,1,0,4,3,0,2,3,0,4,4,0,0,0,0,0,0,0,0,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Amphibious. The dragon can breathe air and water. | ,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage plus 2 (1d4) acid damage. | Acid Breath (Recharge 5–6). The dragon exhales acid in a 15-foot line that is 5 feet wide. Each creature in that line must make a DC 11 Dexterity saving throw, taking 22 (5d8) acid damage on a failed save, or half as much damage on a successful one.",none,0,Monster Manual (SRD)
black-gauntlet-of-bane,medium,humanoid (human),lawful evil,Common,16.0,51,6.0,30,0,0,0,0,15,0,0,0,0,18,4,11,0,18,4,12,1,15,2,18,4,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,7,passive Perception 15,unavailable,unavailable,unavailable,0,Adventures (Descent into Avernus)
black-pudding,large,ooze,unaligned,none,7.0,85,4.0,20,0,0,20,0,8,0,0,0,60,16,3,5,-3,16,3,1,-5,6,-2,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"blindsight 60 ft. (blind beyond this radius), passive Perception 8","Amorphous. The pudding can move through a space as narrow as 1 inch wide without squeezing. | Corrosive Form. A creature that touches the pudding or hits it with a melee attack while within 5 feet of it takes 4 (1d8) acid damage. Any nonmagical weapon made of metal or wood that hits the pudding corrodes. After dealing damage, the weapon takes a permanent and cumulative -1 penalty to damage rolls. If its penalty drops to -5, the weapon is destroyed. Nonmagical ammunition made of metal or wood that hits the pudding is destroyed after dealing damage. The pudding can eat through 2-inch-thick, nonmagical wood or metal in 1 round. | Spider Climb. The pudding can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check. | ","Pseudopod. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) bludgeoning damage plus 18 (4d8) acid damage. In addition, nonmagical armor worn by the target is partly dissolved and takes a permanent and cumulative -1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10. | RE",none,0,Monster Manual (SRD)
blackguard,medium,humanoid (any race),any non-good alignment,any one language (usually Common),18.0,153,8.0,30,0,0,0,0,12,0,0,0,0,18,4,11,0,18,4,11,0,14,2,15,2,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,7,5,passive Perception 12,unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
blink-dog,medium,fey,lawful good,Blink Dog understands Sylvan but can't speak it,13.0,22,0.25,40,0,0,0,0,13,0,0,0,0,12,1,17,3,12,1,10,0,13,1,11,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,passive Perception 13,Keen Hearing and Smell. The dog has advantage on Wisdom (Perception) checks that rely on hearing or smell. | ,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) piercing damage. | Teleport (Recharge 4-6). The dog magically teleports, along with any equipment it is wearing or carrying, up to 40 feet to an unoccupied space it can see. Before or after teleporting, the dog can make one bite attack.",none,0,Monster Manual (SRD)
blood-hawk,small,beast,unaligned,none,12.0,7,0.125,10,0,60,0,0,14,0,0,0,0,6,-2,14,2,10,0,3,-4,14,2,5,-3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,passive Perception 14,Keen Sight. The hawk has advantage on Wisdom (Perception) checks that rely on sight. | Pack Tactics. The hawk has advantage on an attack roll against a creature if at least one of the hawk's allies is within 5 feet of the creature and the ally isn't incapacitated. | ,"Beak. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage.",none,0,Monster Manual (SRD)
blue-abishai,medium,fiend (devil),lawful evil,"Draconic, Infernal, telepathy 120 ft.",19.0,195,17.0,30,0,50,0,0,16,120,0,0,0,15,2,14,2,17,3,22,6,23,6,18,4,0,0,0,12,12,0,0,0,0,0,0,0,12,0,0,0,0,"darkvision 120 ft., passive Perception 16",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
blue-dragon-wyrmling,medium,dragon,lawful evil,Draconic,17.0,52,3.0,30,0,60,0,15,14,60,0,0,10,17,3,10,0,15,2,12,1,11,0,15,2,0,2,4,0,2,4,0,4,2,0,0,0,0,0,0,0,0,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage plus 3 (1d6) lightning damage. | Lightning Breath (Recharge 5-6). The dragon exhales lightning in a 30-foot line that is 5 feet wide. Each creature in that line must make a DC 12 Dexterity saving throw, taking 22 (4d10) lightning damage on a failed save, or half as much damage on a successful one.",none,0,Monster Manual (SRD)
blue-slaad,large,aberration,chaotic neutral,"Slaad, telepathy 60 ft.",15.0,123,7.0,30,0,0,0,0,11,60,0,0,0,20,5,15,2,18,4,7,-2,7,-2,9,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 11",unavailable,unavailable,unavailable,0,Monster Manual
boar,medium,beast,unaligned,none,11.0,11,0.25,40,0,0,0,0,9,0,0,0,0,13,1,11,0,12,1,2,-4,9,-1,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,passive Perception 9,"Charge. If the boar moves at least 20 feet straight toward a target and then hits it with a tusk attack on the same turn, the target takes an extra 3 (1d6) slashing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone. | Relentless (Recharges after a Short or Long Rest). If the boar takes 7 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead. | ","Tusk. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) slashing damage.",none,0,Monster Manual (SRD)
bodak,medium,undead,chaotic evil,"Abyssal, the languages it knew in life",15.0,58,6.0,30,0,0,0,0,14,120,0,0,0,15,2,16,3,15,2,7,-2,12,1,12,1,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 14",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
boggle,small,fey,chaotic neutral,Sylvan,14.0,18,0.125,30,0,0,30,0,13,60,0,0,0,8,-1,18,4,13,1,6,-2,12,1,7,-2,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 13",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
bone-devil,large,fiend (devil),lawful evil,"Infernal, telepathy 120 ft.",19.0,142,9.0,40,0,40,0,0,12,120,0,0,0,18,4,16,3,18,4,13,1,14,2,16,3,0,0,0,5,6,7,0,0,0,0,6,7,0,0,0,0,0,"darkvision 120 ft., passive Perception 12",Devil's Sight. Magical darkness doesn't impede the devil's darkvision. | Magic Resistance. The devil has advantage on saving throws against spells and other magical effects. | ,"Multiattack. The devil makes three attacks: two with its claws and one with its sting. | Claw. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 8 (1d8 + 4) slashing damage. | Sting. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 13 (2d8 + 4) piercing damage plus 17 (5d6) poison damage, and the target must succeed on a DC 14 Constitution saving throw or become poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",none,0,Monster Manual (SRD)
